RowId,YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,Geolocation,ClassID,TopicID,QuestionID,LocationID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
BRFSS~2022~2022~06~Q32~TOC07~AGE~RACE,2022,2022,CA,California,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,40.7,40.7,,,33.8,47.9,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-120.9999995 37.63864012),C01,TOC07,Q32,06,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~18~Q16~TNC03~AGE~GENDER,2022,2022,IN,Indiana,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,36.5,36.5,,,34.5,38.5,Age Group,Overall,Gender,Female,POINT (-86.14996019 39.76691045),C02,TNC03,Q16,18,AGE,AGE_OVERALL,GENDER,FEMALE
BRFSS~2022~2022~24~Q18~TSC08~AGE~RACE,2022,2022,MD,Maryland,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,%,PRCTG,Percentage,47.6,47.6,,,43.0,52.2,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",POINT (-76.60926011 39.29058096),C03,TSC08,Q18,24,AGE,5064,RACE,BLK
BRFSS~2022~2022~19~Q15~TSC02~AGE~RACE,2022,2022,IA,Iowa,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,%,PRCTG,Percentage,60.8,60.8,,,49.5,71.1,Age Group,50-64 years,Race/Ethnicity,Hispanic,POINT (-93.81649056 42.46940091),C03,TSC02,Q15,19,AGE,5064,RACE,HIS
BRFSS~2022~2022~06~Q16~TNC03~AGE~OVERALL,2022,2022,CA,California,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,26.1,26.1,,,23.6,28.7,Age Group,65 years or older,,,POINT (-120.9999995 37.63864012),C02,TNC03,Q16,06,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~30~Q17~TAC01~AGE~GENDER,2022,2022,MT,Montana,BRFSS,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,%,PRCTG,Percentage,13.3,13.3,,,11.5,15.4,Age Group,Overall,Gender,Male,POINT (-109.4244206 47.06652897),C04,TAC01,Q17,30,AGE,AGE_OVERALL,GENDER,MALE
BRFSS~2022~2022~78~Q19~TSC04~AGE~GENDER,2022,2022,VI,Virgin Islands,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,%,PRCTG,Percentage,98.1,98.1,,,95.8,99.1,Age Group,Overall,Gender,Female,POINT (-64.896335 18.335765),C03,TSC04,Q19,78,AGE,AGE_OVERALL,GENDER,FEMALE
BRFSS~2022~2022~05~Q32~TOC07~AGE~GENDER,2022,2022,AR,Arkansas,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,35.1,35.1,,,31.4,39.0,Age Group,65 years or older,Gender,Male,POINT (-92.27449074 34.74865012),C01,TOC07,Q32,05,AGE,65PLUS,GENDER,MALE
BRFSS~2022~2022~04~Q32~TOC07~AGE~GENDER,2022,2022,AZ,Arizona,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,24.9,24.9,,,22.5,27.4,Age Group,Overall,Gender,Female,POINT (-111.7638113 34.86597028),C01,TOC07,Q32,04,AGE,AGE_OVERALL,GENDER,FEMALE
BRFSS~2022~2022~32~Q30~TCC01~AGE~GENDER,2022,2022,NV,Nevada,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,13.4,13.4,,,10.0,17.7,Age Group,Overall,Gender,Male,POINT (-117.0718406 39.49324039),C06,TCC01,Q30,32,AGE,AGE_OVERALL,GENDER,MALE
BRFSS~2022~2022~42~Q39~TGC04~AGE~GENDER,2022,2022,PA,Pennsylvania,BRFSS,Caregiving,Intensity of caregiving among older adults,Average of 20 or more hours of care per week provided to a friend or family member,%,PRCTG,Percentage,44.8,44.8,,,32.2,58.1,Age Group,Overall,Gender,Male,POINT (-77.86070029 40.79373015),C07,TGC04,Q39,42,AGE,AGE_OVERALL,GENDER,MALE
BRFSS~2022~2022~04~Q38~TGC03~AGE~GENDER,2022,2022,AZ,Arizona,BRFSS,Caregiving,Duration of caregiving among older adults,Percentage of older adults who provided care to a friend or family member for six months or more,%,PRCTG,Percentage,69.0,69.0,,,61.4,75.6,Age Group,Overall,Gender,Female,POINT (-111.7638113 34.86597028),C07,TGC03,Q38,04,AGE,AGE_OVERALL,GENDER,FEMALE
BRFSS~2022~2022~59~Q12~TSC01~AGE~GENDER,2022,2022,US,"United States, DC & Territories",BRFSS,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,%,PRCTG,Percentage,73.1,73.1,,,72.5,73.7,Age Group,Overall,Gender,Female,,C03,TSC01,Q12,59,AGE,AGE_OVERALL,GENDER,FEMALE
BRFSS~2022~2022~46~Q32~TOC07~AGE~RACE,2022,2022,SD,South Dakota,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,18.8,18.8,,,15.4,22.8,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-100.3735306 44.35313005),C01,TOC07,Q32,46,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~08~Q34~TOC09~AGE~RACE,2022,2022,CO,Colorado,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),%,PRCTG,Percentage,74.7,74.7,,,72.8,76.5,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-106.1336109 38.84384076),C01,TOC09,Q34,08,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~11~Q34~TOC09~AGE~RACE,2022,2022,DC,District of Columbia,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),%,PRCTG,Percentage,83.7,83.7,,,79.4,87.4,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-77.036871 38.907192),C01,TOC09,Q34,11,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~31~Q16~TNC03~AGE~RACE,2022,2022,NE,Nebraska,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-99.36572062 41.64104099),C02,TNC03,Q16,31,AGE,5064,RACE,NAA
BRFSS~2022~2022~9001~Q13~TNC04~AGE~OVERALL,2022,2022,NRE,Northeast,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,35.7,35.7,,,34.3,37.1,Age Group,50-64 years,,,,C02,TNC04,Q13,9001,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~40~Q36~TGC01~AGE~GENDER,2022,2022,OK,Oklahoma,BRFSS,Caregiving,Provide care for a friend or family member in past month,Percentage of older adults who provided care for a friend or family member within the past month,%,PRCTG,Percentage,23.4,23.4,,,20.2,26.8,Age Group,Overall,Gender,Female,POINT (-97.52107021 35.47203136),C07,TGC01,Q36,40,AGE,AGE_OVERALL,GENDER,FEMALE
BRFSS~2022~2022~04~Q34~TOC09~AGE~GENDER,2022,2022,AZ,Arizona,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),%,PRCTG,Percentage,69.6,69.6,,,66.8,72.2,Age Group,Overall,Gender,Male,POINT (-111.7638113 34.86597028),C01,TOC09,Q34,04,AGE,AGE_OVERALL,GENDER,MALE
BRFSS~2022~2022~38~Q45~TOC13~AGE~RACE,2022,2022,ND,North Dakota,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-100.118421 47.47531978),C01,TOC13,Q45,38,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~36~Q35~TOC03~AGE~RACE,2022,2022,NY,New York,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,Number,MEAN,Mean,6.2,6.2,,,5.1,7.2,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-75.54397043 42.82700103),C01,TOC03,Q35,36,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~13~Q38~TGC03~AGE~GENDER,2022,2022,GA,Georgia,BRFSS,Caregiving,Duration of caregiving among older adults,Percentage of older adults who provided care to a friend or family member for six months or more,%,PRCTG,Percentage,71.5,71.5,,,64.9,77.3,Age Group,Overall,Gender,Male,POINT (-83.62758035 32.83968109),C07,TGC03,Q38,13,AGE,AGE_OVERALL,GENDER,MALE
BRFSS~2022~2022~53~Q34~TOC09~AGE~RACE,2022,2022,WA,Washington,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),%,PRCTG,Percentage,69.3,69.3,,,61.4,76.1,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-120.4700108 47.52227863),C01,TOC09,Q34,53,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~9001~Q19~TSC04~AGE~GENDER,2022,2022,NRE,Northeast,BRFSS,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,%,PRCTG,Percentage,89.4,89.4,&,Regional estimates may not represent all states in the region,85.5,92.3,Age Group,50-64 years,Gender,Male,,C03,TSC04,Q19,9001,AGE,5064,GENDER,MALE
BRFSS~2022~2022~33~Q34~TOC09~AGE~GENDER,2022,2022,NH,New Hampshire,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),%,PRCTG,Percentage,66.2,66.2,,,62.4,69.8,Age Group,50-64 years,Gender,Female,POINT (-71.50036092 43.65595011),C01,TOC09,Q34,33,AGE,5064,GENDER,FEMALE
BRFSS~2022~2022~9004~Q15~TSC02~AGE~RACE,2022,2022,WEST,West,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,%,PRCTG,Percentage,64.8,64.8,,,58.5,70.6,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,C03,TSC02,Q15,9004,AGE,5064,RACE,BLK
BRFSS~2022~2022~20~Q45~TOC13~AGE~OVERALL,2022,2022,KS,Kansas,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,%,PRCTG,Percentage,35.6,35.6,,,31.6,39.9,Age Group,50-64 years,,,POINT (-98.20078123 38.3477403),C01,TOC13,Q45,20,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~41~Q33~TOC08~AGE~GENDER,2022,2022,OR,Oregon,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,78.1,78.1,,,74.1,81.7,Age Group,50-64 years,Gender,Male,POINT (-120.1550313 44.56744942),C01,TOC08,Q33,41,AGE,5064,GENDER,MALE
BRFSS~2022~2022~40~Q38~TGC03~AGE~GENDER,2022,2022,OK,Oklahoma,BRFSS,Caregiving,Duration of caregiving among older adults,Percentage of older adults who provided care to a friend or family member for six months or more,%,PRCTG,Percentage,71.7,71.7,,,60.7,80.7,Age Group,50-64 years,Gender,Female,POINT (-97.52107021 35.47203136),C07,TGC03,Q38,40,AGE,5064,GENDER,FEMALE
BRFSS~2022~2022~45~Q32~TOC07~AGE~OVERALL,2022,2022,SC,South Carolina,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,21.7,21.7,,,19.7,23.8,Age Group,50-64 years,,,POINT (-81.04537121 33.9988213),C01,TOC07,Q32,45,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~21~Q35~TOC03~AGE~GENDER,2022,2022,KY,Kentucky,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,Number,MEAN,Mean,7.1,7.1,,,5.5,8.6,Age Group,65 years or older,Gender,Female,POINT (-84.77497105 37.64597027),C01,TOC03,Q35,21,AGE,65PLUS,GENDER,FEMALE
BRFSS~2022~2022~39~Q32~TOC07~AGE~RACE,2022,2022,OH,Ohio,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,42.6,42.6,,,25.8,61.2,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,POINT (-82.40426006 40.06021014),C01,TOC07,Q32,39,AGE,AGE_OVERALL,RACE,NAA
BRFSS~2022~2022~25~Q32~TOC07~AGE~RACE,2022,2022,MA,Massachusetts,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,16.0,16.0,,,14.1,18.2,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-72.08269067 42.27687047),C01,TOC07,Q32,25,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~24~Q32~TOC07~AGE~RACE,2022,2022,MD,Maryland,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,30.8,30.8,,,23.6,39.0,Age Group,Overall,Race/Ethnicity,Hispanic,POINT (-76.60926011 39.29058096),C01,TOC07,Q32,24,AGE,AGE_OVERALL,RACE,HIS
BRFSS~2022~2022~38~Q18~TSC08~AGE~RACE,2022,2022,ND,North Dakota,BRFSS,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,POINT (-100.118421 47.47531978),C03,TSC08,Q18,38,AGE,65PLUS,RACE,ASN
BRFSS~2022~2022~25~Q32~TOC07~AGE~RACE,2022,2022,MA,Massachusetts,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,49.7,49.7,,,38.5,61.0,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-72.08269067 42.27687047),C01,TOC07,Q32,25,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~9001~Q16~TNC03~AGE~RACE,2022,2022,NRE,Northeast,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,26.8,26.8,,,23.6,30.4,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,C02,TNC03,Q16,9001,AGE,5064,RACE,BLK
BRFSS~2022~2022~9001~Q13~TNC04~AGE~GENDER,2022,2022,NRE,Northeast,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,37.0,37.0,,,35.0,39.1,Age Group,50-64 years,Gender,Male,,C02,TNC04,Q13,9001,AGE,5064,GENDER,MALE
BRFSS~2022~2022~12~Q32~TOC07~AGE~GENDER,2022,2022,FL,Florida,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,22.1,22.1,,,18.5,26.2,Age Group,65 years or older,Gender,Male,POINT (-81.92896054 28.93204038),C01,TOC07,Q32,12,AGE,65PLUS,GENDER,MALE
BRFSS~2022~2022~47~Q32~TOC07~AGE~GENDER,2022,2022,TN,Tennessee,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,29.3,29.3,,,25.3,33.6,Age Group,65 years or older,Gender,Female,POINT (-85.77449091 35.68094058),C01,TOC07,Q32,47,AGE,65PLUS,GENDER,FEMALE
BRFSS~2022~2022~51~Q38~TGC03~AGE~RACE,2022,2022,VA,Virginia,BRFSS,Caregiving,Duration of caregiving among older adults,Percentage of older adults who provided care to a friend or family member for six months or more,%,PRCTG,Percentage,70.4,70.4,,,54.1,82.8,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-78.45789046 37.54268067),C07,TGC03,Q38,51,AGE,65PLUS,RACE,BLK
BRFSS~2022~2022~41~Q45~TOC13~AGE~GENDER,2022,2022,OR,Oregon,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,%,PRCTG,Percentage,30.4,30.4,,,24.6,36.9,Age Group,65 years or older,Gender,Male,POINT (-120.1550313 44.56744942),C01,TOC13,Q45,41,AGE,65PLUS,GENDER,MALE
BRFSS~2022~2022~04~Q35~TOC03~AGE~RACE,2022,2022,AZ,Arizona,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,Number,MEAN,Mean,7.2,7.2,,,3.6,10.8,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-111.7638113 34.86597028),C01,TOC03,Q35,04,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~05~Q43~TOC11~AGE~RACE,2022,2022,AR,Arkansas,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-92.27449074 34.74865012),C01,TOC11,Q43,05,AGE,5064,RACE,NAA
BRFSS~2022~2022~09~Q42~TCC04~AGE~GENDER,2022,2022,CT,Connecticut,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,48.9,48.9,,,33.2,64.9,Age Group,65 years or older,Gender,Female,POINT (-72.64984095 41.56266102),C06,TCC04,Q42,09,AGE,65PLUS,GENDER,FEMALE
BRFSS~2022~2022~32~Q30~TCC01~AGE~RACE,2022,2022,NV,Nevada,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,14.8,14.8,,,11.5,18.9,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-117.0718406 39.49324039),C06,TCC01,Q30,32,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~15~Q21~TAC03~AGE~GENDER,2022,2022,HI,Hawaii,BRFSS,Smoking and Alcohol Use,Binge drinking within past 30 days,Percentage of older adults who reported binge drinking within the past 30 days,%,PRCTG,Percentage,19.1,19.1,,,15.7,23.0,Age Group,50-64 years,Gender,Male,POINT (-157.8577494 21.30485044),C04,TAC03,Q21,15,AGE,5064,GENDER,MALE
BRFSS~2022~2022~33~Q13~TNC04~AGE~RACE,2022,2022,NH,New Hampshire,BRFSS,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",%,PRCTG,Percentage,27.2,27.2,,,25.2,29.3,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",POINT (-71.50036092 43.65595011),C02,TNC04,Q13,33,AGE,65PLUS,RACE,WHT
BRFSS~2022~2022~47~Q35~TOC03~AGE~RACE,2022,2022,TN,Tennessee,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,Number,MEAN,Mean,6.2,6.2,,,3.1,9.3,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",POINT (-85.77449091 35.68094058),C01,TOC03,Q35,47,AGE,65PLUS,RACE,BLK
BRFSS~2022~2022~30~Q35~TOC03~AGE~OVERALL,2022,2022,MT,Montana,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,Number,MEAN,Mean,6.3,6.3,,,5.6,7.0,Age Group,65 years or older,,,POINT (-109.4244206 47.06652897),C01,TOC03,Q35,30,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~06~Q32~TOC07~AGE~OVERALL,2022,2022,CA,California,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,23.8,23.8,,,21.4,26.4,Age Group,65 years or older,,,POINT (-120.9999995 37.63864012),C01,TOC07,Q32,06,AGE,65PLUS,OVERALL,OVERALL
BRFSS~2022~2022~26~Q31~TCC02~AGE~OVERALL,2022,2022,MI,Michigan,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,46.9,46.9,,,33.0,61.4,Age Group,50-64 years,,,POINT (-84.71439027 44.66131954),C06,TCC02,Q31,26,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~56~Q45~TOC13~AGE~GENDER,2022,2022,WY,Wyoming,BRFSS,Overall Health,Fair or poor health among older adults with arthritis,Fair or poor health among older adults with doctor-diagnosed arthritis,%,PRCTG,Percentage,28.0,28.0,,,24.3,31.9,Age Group,Overall,Gender,Female,POINT (-108.1098304 43.23554134),C01,TOC13,Q45,56,AGE,AGE_OVERALL,GENDER,FEMALE
BRFSS~2022~2022~01~Q35~TOC03~AGE~RACE,2022,2022,AL,Alabama,BRFSS,Overall Health,Recent activity limitations in past month,Mean number of days with activity limitations in the past month,Number,MEAN,Mean,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,POINT (-86.63186076 32.84057112),C01,TOC03,Q35,01,AGE,5064,RACE,ASN
BRFSS~2022~2022~45~Q34~TOC09~AGE~RACE,2022,2022,SC,South Carolina,BRFSS,Overall Health,Prevalence of sufficient sleep,Percentage of older adults getting sufficient sleep (>6 hours),%,PRCTG,Percentage,59.2,59.2,,,55.5,62.8,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",POINT (-81.04537121 33.9988213),C01,TOC09,Q34,45,AGE,AGE_OVERALL,RACE,BLK
BRFSS~2022~2022~9004~Q15~TSC02~AGE~GENDER,2022,2022,WEST,West,BRFSS,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,%,PRCTG,Percentage,64.1,64.1,,,61.8,66.4,Age Group,50-64 years,Gender,Female,,C03,TSC02,Q15,9004,AGE,5064,GENDER,FEMALE
BRFSS~2022~2022~41~Q42~TCC04~AGE~RACE,2022,2022,OR,Oregon,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-120.1550313 44.56744942),C06,TCC04,Q42,41,AGE,5064,RACE,NAA
BRFSS~2022~2022~18~Q33~TOC08~AGE~OVERALL,2022,2022,IN,Indiana,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,74.8,74.8,,,73.4,76.1,Age Group,Overall,,,POINT (-86.14996019 39.76691045),C01,TOC08,Q33,18,AGE,AGE_OVERALL,OVERALL,OVERALL
BRFSS~2022~2022~53~Q33~TOC08~AGE~RACE,2022,2022,WA,Washington,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,80.2,80.2,,,75.3,84.3,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,POINT (-120.4700108 47.52227863),C01,TOC08,Q33,53,AGE,AGE_OVERALL,RACE,ASN
BRFSS~2022~2022~13~Q40~TGC05~AGE~RACE,2022,2022,GA,Georgia,BRFSS,Caregiving,Provide care for someone with cognitive impairment within the past month,Percentage of older adults who provided care for someone with dementia or other cognitive impairment within the past month,%,PRCTG,Percentage,,,~,No Data Available,,,Age Group,65 years or older,Race/Ethnicity,Hispanic,POINT (-83.62758035 32.83968109),C07,TGC05,Q40,13,AGE,65PLUS,RACE,HIS
BRFSS~2022~2022~11~Q32~TOC07~AGE~RACE,2022,2022,DC,District of Columbia,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,7.7,7.7,,,5.8,10.2,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",POINT (-77.036871 38.907192),C01,TOC07,Q32,11,AGE,AGE_OVERALL,RACE,WHT
BRFSS~2022~2022~31~Q33~TOC08~AGE~RACE,2022,2022,NE,Nebraska,BRFSS,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",%,PRCTG,Percentage,84.1,84.1,,,81.7,86.3,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",POINT (-99.36572062 41.64104099),C01,TOC08,Q33,31,AGE,5064,RACE,WHT
BRFSS~2022~2022~16~Q43~TOC11~AGE~RACE,2022,2022,ID,Idaho,BRFSS,Overall Health,Arthritis among older adults,Percentage of older adults ever told they have arthritis,%,PRCTG,Percentage,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,POINT (-114.36373 43.68263001),C01,TOC11,Q43,16,AGE,5064,RACE,NAA
BRFSS~2022~2022~9003~Q16~TNC03~AGE~OVERALL,2022,2022,SOU,South,BRFSS,Nutrition/Physical Activity/Obesity,No leisure-time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,%,PRCTG,Percentage,28.7,28.7,,,27.7,29.7,Age Group,50-64 years,,,,C02,TNC03,Q16,9003,AGE,5064,OVERALL,OVERALL
BRFSS~2022~2022~39~Q32~TOC07~AGE~GENDER,2022,2022,OH,Ohio,BRFSS,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",%,PRCTG,Percentage,22.1,22.1,,,19.6,24.8,Age Group,50-64 years,Gender,Male,POINT (-82.40426006 40.06021014),C01,TOC07,Q32,39,AGE,5064,GENDER,MALE
